"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	Population
"Total"	"Ouachita County, AR"	"05103"			23382
	"Perry County, AR"	"05105"	"Female"	"F"	5267
	"Perry County, AR"	"05105"	"Male"	"M"	5188
"Total"	"Perry County, AR"	"05105"			10455
	"Phillips County, AR"	"05107"	"Female"	"F"	9439
	"Phillips County, AR"	"05107"	"Male"	"M"	8343
"Total"	"Phillips County, AR"	"05107"			17782
	"Pike County, AR"	"05109"	"Female"	"F"	5380
	"Pike County, AR"	"05109"	"Male"	"M"	5338
"Total"	"Pike County, AR"	"05109"			10718
	"Poinsett County, AR"	"05111"	"Female"	"F"	12149
	"Poinsett County, AR"	"05111"	"Male"	"M"	11379
"Total"	"Poinsett County, AR"	"05111"			23528
	"Polk County, AR"	"05113"	"Female"	"F"	10217
	"Polk County, AR"	"05113"	"Male"	"M"	9747
"Total"	"Polk County, AR"	"05113"			19964
	"Pope County, AR"	"05115"	"Female"	"F"	32294
	"Pope County, AR"	"05115"	"Male"	"M"	31778
"Total"	"Pope County, AR"	"05115"			64072
	"Prairie County, AR"	"05117"	"Female"	"F"	4013
	"Prairie County, AR"	"05117"	"Male"	"M"	4049
"Total"	"Prairie County, AR"	"05117"			8062
	"Pulaski County, AR"	"05119"	"Female"	"F"	204930
	"Pulaski County, AR"	"05119"	"Male"	"M"	186981
"Total"	"Pulaski County, AR"	"05119"			391911
	"Randolph County, AR"	"05121"	"Female"	"F"	9059
	"Randolph County, AR"	"05121"	"Male"	"M"	8899
"Total"	"Randolph County, AR"	"05121"			17958
	"St. Francis County, AR"	"05123"	"Female"	"F"	11196
	"St. Francis County, AR"	"05123"	"Male"	"M"	13798
"Total"	"St. Francis County, AR"	"05123"			24994
	"Saline County, AR"	"05125"	"Female"	"F"	62645
	"Saline County, AR"	"05125"	"Male"	"M"	59792
"Total"	"Saline County, AR"	"05125"			122437
	"Scott County, AR"	"05127"	"Female"	"F"	5071
	"Scott County, AR"	"05127"	"Male"	"M"	5210
"Total"	"Scott County, AR"	"05127"			10281
	"Searcy County, AR"	"05129"	"Female"	"F"	3931
	"Searcy County, AR"	"05129"	"Male"	"M"	3950
"Total"	"Searcy County, AR"	"05129"			7881
	"Sebastian County, AR"	"05131"	"Female"	"F"	65348
	"Sebastian County, AR"	"05131"	"Male"	"M"	62479
"Total"	"Sebastian County, AR"	"05131"			127827
	"Sevier County, AR"	"05133"	"Female"	"F"	8493
	"Sevier County, AR"	"05133"	"Male"	"M"	8514
"Total"	"Sevier County, AR"	"05133"			17007
	"Sharp County, AR"	"05135"	"Female"	"F"	8863
	"Sharp County, AR"	"05135"	"Male"	"M"	8579
"Total"	"Sharp County, AR"	"05135"			17442
	"Stone County, AR"	"05137"	"Female"	"F"	6301
	"Stone County, AR"	"05137"	"Male"	"M"	6205
"Total"	"Stone County, AR"	"05137"			12506
	"Union County, AR"	"05139"	"Female"	"F"	19841
	"Union County, AR"	"05139"	"Male"	"M"	18841
"Total"	"Union County, AR"	"05139"			38682
	"Van Buren County, AR"	"05141"	"Female"	"F"	8306
	"Van Buren County, AR"	"05141"	"Male"	"M"	8239
"Total"	"Van Buren County, AR"	"05141"			16545
	"Washington County, AR"	"05143"	"Female"	"F"	119610
	"Washington County, AR"	"05143"	"Male"	"M"	119577
"Total"	"Washington County, AR"	"05143"			239187
	"White County, AR"	"05145"	"Female"	"F"	40395
	"White County, AR"	"05145"	"Male"	"M"	38358
"Total"	"White County, AR"	"05145"			78753
	"Woodruff County, AR"	"05147"	"Female"	"F"	3260
	"Woodruff County, AR"	"05147"	"Male"	"M"	3060
"Total"	"Woodruff County, AR"	"05147"			6320
	"Yell County, AR"	"05149"	"Female"	"F"	10652
	"Yell County, AR"	"05149"	"Male"	"M"	10689
"Total"	"Yell County, AR"	"05149"			21341
	"Alameda County, CA"	"06001"	"Female"	"F"	848082
	"Alameda County, CA"	"06001"	"Male"	"M"	823247
"Total"	"Alameda County, CA"	"06001"			1671329
	"Alpine County, CA"	"06003"	"Female"	"F"	520
	"Alpine County, CA"	"06003"	"Male"	"M"	609
"Total"	"Alpine County, CA"	"06003"			1129
	"Amador County, CA"	"06005"	"Female"	"F"	18114
	"Amador County, CA"	"06005"	"Male"	"M"	21638
"Total"	"Amador County, CA"	"06005"			39752
	"Butte County, CA"	"06007"	"Female"	"F"	110713
	"Butte County, CA"	"06007"	"Male"	"M"	108473
"Total"	"Butte County, CA"	"06007"			219186
	"Calaveras County, CA"	"06009"	"Female"	"F"	23058
	"Calaveras County, CA"	"06009"	"Male"	"M"	22847
"Total"	"Calaveras County, CA"	"06009"			45905
	"Colusa County, CA"	"06011"	"Female"	"F"	10572
	"Colusa County, CA"	"06011"	"Male"	"M"	10975
"Total"	"Colusa County, CA"	"06011"			21547
	"Contra Costa County, CA"	"06013"	"Female"	"F"	589339
	"Contra Costa County, CA"	"06013"	"Male"	"M"	564187
"Total"	"Contra Costa County, CA"	"06013"			1153526
	"Del Norte County, CA"	"06015"	"Female"	"F"	12626
	"Del Norte County, CA"	"06015"	"Male"	"M"	15186
"Total"	"Del Norte County, CA"	"06015"			27812
	"El Dorado County, CA"	"06017"	"Female"	"F"	96685
	"El Dorado County, CA"	"06017"	"Male"	"M"	96158
"Total"	"El Dorado County, CA"	"06017"			192843
	"Fresno County, CA"	"06019"	"Female"	"F"	500453
	"Fresno County, CA"	"06019"	"Male"	"M"	498648
"Total"	"Fresno County, CA"	"06019"			999101
	"Glenn County, CA"	"06021"	"Female"	"F"	13931
	"Glenn County, CA"	"06021"	"Male"	"M"	14462
"Total"	"Glenn County, CA"	"06021"			28393
	"Humboldt County, CA"	"06023"	"Female"	"F"	68317
	"Humboldt County, CA"	"06023"	"Male"	"M"	67241
"Total"	"Humboldt County, CA"	"06023"			135558
	"Imperial County, CA"	"06025"	"Female"	"F"	88337
	"Imperial County, CA"	"06025"	"Male"	"M"	92878
"Total"	"Imperial County, CA"	"06025"			181215
	"Inyo County, CA"	"06027"	"Female"	"F"	9003
	"Inyo County, CA"	"06027"	"Male"	"M"	9036
"Total"	"Inyo County, CA"	"06027"			18039
	"Kern County, CA"	"06029"	"Female"	"F"	439168
	"Kern County, CA"	"06029"	"Male"	"M"	461034
"Total"	"Kern County, CA"	"06029"			900202
	"Kings County, CA"	"06031"	"Female"	"F"	68598
	"Kings County, CA"	"06031"	"Male"	"M"	84342
"Total"	"Kings County, CA"	"06031"			152940
	"Lake County, CA"	"06033"	"Female"	"F"	32192
	"Lake County, CA"	"06033"	"Male"	"M"	32194
"Total"	"Lake County, CA"	"06033"			64386
	"Lassen County, CA"	"06035"	"Female"	"F"	11547
	"Lassen County, CA"	"06035"	"Male"	"M"	19026
"Total"	"Lassen County, CA"	"06035"			30573
	"Los Angeles County, CA"	"06037"	"Female"	"F"	5090066
	"Los Angeles County, CA"	"06037"	"Male"	"M"	4949041
"Total"	"Los Angeles County, CA"	"06037"			10039107
	"Madera County, CA"	"06039"	"Female"	"F"	81442
	"Madera County, CA"	"06039"	"Male"	"M"	75885
"Total"	"Madera County, CA"	"06039"			157327
	"Marin County, CA"	"06041"	"Female"	"F"	132209
	"Marin County, CA"	"06041"	"Male"	"M"	126617
"Total"	"Marin County, CA"	"06041"			258826
	"Mariposa County, CA"	"06043"	"Female"	"F"	8439
	"Mariposa County, CA"	"06043"	"Male"	"M"	8764
"Total"	"Mariposa County, CA"	"06043"			17203
	"Mendocino County, CA"	"06045"	"Female"	"F"	43728
	"Mendocino County, CA"	"06045"	"Male"	"M"	43021
"Total"	"Mendocino County, CA"	"06045"			86749
	"Merced County, CA"	"06047"	"Female"	"F"	137495
	"Merced County, CA"	"06047"	"Male"	"M"	140185
"Total"	"Merced County, CA"	"06047"			277680
	"Modoc County, CA"	"06049"	"Female"	"F"	4393
	"Modoc County, CA"	"06049"	"Male"	"M"	4448
"Total"	"Modoc County, CA"	"06049"			8841
	"Mono County, CA"	"06051"	"Female"	"F"	6786
	"Mono County, CA"	"06051"	"Male"	"M"	7658
"Total"	"Mono County, CA"	"06051"			14444
	"Monterey County, CA"	"06053"	"Female"	"F"	212932
	"Monterey County, CA"	"06053"	"Male"	"M"	221129
"Total"	"Monterey County, CA"	"06053"			434061
	"Napa County, CA"	"06055"	"Female"	"F"	69209
	"Napa County, CA"	"06055"	"Male"	"M"	68535
"Total"	"Napa County, CA"	"06055"			137744
	"Nevada County, CA"	"06057"	"Female"	"F"	50752
	"Nevada County, CA"	"06057"	"Male"	"M"	49003
"Total"	"Nevada County, CA"	"06057"			99755
	"Orange County, CA"	"06059"	"Female"	"F"	1608867
	"Orange County, CA"	"06059"	"Male"	"M"	1566825
"Total"	"Orange County, CA"	"06059"			3175692
	"Placer County, CA"	"06061"	"Female"	"F"	203841
	"Placer County, CA"	"06061"	"Male"	"M"	194488
"Total"	"Placer County, CA"	"06061"			398329
	"Plumas County, CA"	"06063"	"Female"	"F"	9450
	"Plumas County, CA"	"06063"	"Male"	"M"	9357
"Total"	"Plumas County, CA"	"06063"			18807
	"Riverside County, CA"	"06065"	"Female"	"F"	1238534
	"Riverside County, CA"	"06065"	"Male"	"M"	1232012
"Total"	"Riverside County, CA"	"06065"			2470546
	"Sacramento County, CA"	"06067"	"Female"	"F"	793161
	"Sacramento County, CA"	"06067"	"Male"	"M"	758897
"Total"	"Sacramento County, CA"	"06067"			1552058
	"San Benito County, CA"	"06069"	"Female"	"F"	31360
	"San Benito County, CA"	"06069"	"Male"	"M"	31448
"Total"	"San Benito County, CA"	"06069"			62808
	"San Bernardino County, CA"	"06071"	"Female"	"F"	1094478
	"San Bernardino County, CA"	"06071"	"Male"	"M"	1085607
"Total"	"San Bernardino County, CA"	"06071"			2180085
	"San Diego County, CA"	"06073"	"Female"	"F"	1658313
	"San Diego County, CA"	"06073"	"Male"	"M"	1680017
"Total"	"San Diego County, CA"	"06073"			3338330
	"San Francisco County, CA"	"06075"	"Female"	"F"	432328
	"San Francisco County, CA"	"06075"	"Male"	"M"	449221
"Total"	"San Francisco County, CA"	"06075"			881549
	"San Joaquin County, CA"	"06077"	"Female"	"F"	381955
	"San Joaquin County, CA"	"06077"	"Male"	"M"	380193
"Total"	"San Joaquin County, CA"	"06077"			762148
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	139734
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	143377
"Total"	"San Luis Obispo County, CA"	"06079"			283111
	"San Mateo County, CA"	"06081"	"Female"	"F"	387065
	"San Mateo County, CA"	"06081"	"Male"	"M"	379508
"Total"	"San Mateo County, CA"	"06081"			766573
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	223254
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	223245
"Total"	"Santa Barbara County, CA"	"06083"			446499
	"Santa Clara County, CA"	"06085"	"Female"	"F"	951005
	"Santa Clara County, CA"	"06085"	"Male"	"M"	976847
"Total"	"Santa Clara County, CA"	"06085"			1927852
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	138037
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	135176
"Total"	"Santa Cruz County, CA"	"06087"			273213
	"Shasta County, CA"	"06089"	"Female"	"F"	91607
	"Shasta County, CA"	"06089"	"Male"	"M"	88473
"Total"	"Shasta County, CA"	"06089"			180080
	"Sierra County, CA"	"06091"	"Female"	"F"	1496
	"Sierra County, CA"	"06091"	"Male"	"M"	1509
"Total"	"Sierra County, CA"	"06091"			3005
	"Siskiyou County, CA"	"06093"	"Female"	"F"	21885
	"Siskiyou County, CA"	"06093"	"Male"	"M"	21654
"Total"	"Siskiyou County, CA"	"06093"			43539
	"Solano County, CA"	"06095"	"Female"	"F"	224879
	"Solano County, CA"	"06095"	"Male"	"M"	222764
"Total"	"Solano County, CA"	"06095"			447643
	"Sonoma County, CA"	"06097"	"Female"	"F"	253115
	"Sonoma County, CA"	"06097"	"Male"	"M"	241221
"Total"	"Sonoma County, CA"	"06097"			494336
	"Stanislaus County, CA"	"06099"	"Female"	"F"	277704
	"Stanislaus County, CA"	"06099"	"Male"	"M"	272956
"Total"	"Stanislaus County, CA"	"06099"			550660
	"Sutter County, CA"	"06101"	"Female"	"F"	48668
	"Sutter County, CA"	"06101"	"Male"	"M"	48303
"Total"	"Sutter County, CA"	"06101"			96971
	"Tehama County, CA"	"06103"	"Female"	"F"	32718
	"Tehama County, CA"	"06103"	"Male"	"M"	32366
"Total"	"Tehama County, CA"	"06103"			65084
	"Trinity County, CA"	"06105"	"Female"	"F"	5971
	"Trinity County, CA"	"06105"	"Male"	"M"	6314
"Total"	"Trinity County, CA"	"06105"			12285
	"Tulare County, CA"	"06107"	"Female"	"F"	233206
	"Tulare County, CA"	"06107"	"Male"	"M"	232989
"Total"	"Tulare County, CA"	"06107"			466195
	"Tuolumne County, CA"	"06109"	"Female"	"F"	26265
	"Tuolumne County, CA"	"06109"	"Male"	"M"	28213
"Total"	"Tuolumne County, CA"	"06109"			54478
	"Ventura County, CA"	"06111"	"Female"	"F"	427294
	"Ventura County, CA"	"06111"	"Male"	"M"	418712
"Total"	"Ventura County, CA"	"06111"			846006
	"Yolo County, CA"	"06113"	"Female"	"F"	113624
	"Yolo County, CA"	"06113"	"Male"	"M"	106876
"Total"	"Yolo County, CA"	"06113"			220500
	"Yuba County, CA"	"06115"	"Female"	"F"	38849
	"Yuba County, CA"	"06115"	"Male"	"M"	39819
"Total"	"Yuba County, CA"	"06115"			78668
	"Adams County, CO"	"08001"	"Female"	"F"	255806
	"Adams County, CO"	"08001"	"Male"	"M"	261615
"Total"	"Adams County, CO"	"08001"			517421
	"Alamosa County, CO"	"08003"	"Female"	"F"	8127
	"Alamosa County, CO"	"08003"	"Male"	"M"	8106
"Total"	"Alamosa County, CO"	"08003"			16233
	"Arapahoe County, CO"	"08005"	"Female"	"F"	330733
	"Arapahoe County, CO"	"08005"	"Male"	"M"	325857
"Total"	"Arapahoe County, CO"	"08005"			656590
	"Archuleta County, CO"	"08007"	"Female"	"F"	6962
	"Archuleta County, CO"	"08007"	"Male"	"M"	7067
"Total"	"Archuleta County, CO"	"08007"			14029
	"Baca County, CO"	"08009"	"Female"	"F"	1784
	"Baca County, CO"	"08009"	"Male"	"M"	1797
"Total"	"Baca County, CO"	"08009"			3581
	"Bent County, CO"	"08011"	"Female"	"F"	1988
	"Bent County, CO"	"08011"	"Male"	"M"	3589
"Total"	"Bent County, CO"	"08011"			5577
	"Boulder County, CO"	"08013"	"Female"	"F"	161899
	"Boulder County, CO"	"08013"	"Male"	"M"	164297
"Total"	"Boulder County, CO"	"08013"			326196
	"Broomfield County, CO"	"08014"	"Female"	"F"	35420
	"Broomfield County, CO"	"08014"	"Male"	"M"	35045
"Total"	"Broomfield County, CO"	"08014"			70465
	"Chaffee County, CO"	"08015"	"Female"	"F"	9570
	"Chaffee County, CO"	"08015"	"Male"	"M"	10786
"Total"	"Chaffee County, CO"	"08015"			20356
	"Cheyenne County, CO"	"08017"	"Female"	"F"	903
	"Cheyenne County, CO"	"08017"	"Male"	"M"	928
"Total"	"Cheyenne County, CO"	"08017"			1831
	"Clear Creek County, CO"	"08019"	"Female"	"F"	4565
	"Clear Creek County, CO"	"08019"	"Male"	"M"	5135
"Total"	"Clear Creek County, CO"	"08019"			9700
	"Conejos County, CO"	"08021"	"Female"	"F"	4092
	"Conejos County, CO"	"08021"	"Male"	"M"	4113
"Total"	"Conejos County, CO"	"08021"			8205
	"Costilla County, CO"	"08023"	"Female"	"F"	1890
	"Costilla County, CO"	"08023"	"Male"	"M"	1997
"Total"	"Costilla County, CO"	"08023"			3887
	"Crowley County, CO"	"08025"	"Female"	"F"	1607
	"Crowley County, CO"	"08025"	"Male"	"M"	4454
"Total"	"Crowley County, CO"	"08025"			6061
	"Custer County, CO"	"08027"	"Female"	"F"	2448
	"Custer County, CO"	"08027"	"Male"	"M"	2620
"Total"	"Custer County, CO"	"08027"			5068
	"Delta County, CO"	"08029"	"Female"	"F"	15501
	"Delta County, CO"	"08029"	"Male"	"M"	15661
"Total"	"Delta County, CO"	"08029"			31162
	"Denver County, CO"	"08031"	"Female"	"F"	362733
	"Denver County, CO"	"08031"	"Male"	"M"	364478
"Total"	"Denver County, CO"	"08031"			727211
	"Dolores County, CO"	"08033"	"Female"	"F"	976
	"Dolores County, CO"	"08033"	"Male"	"M"	1079
"Total"	"Dolores County, CO"	"08033"			2055
	"Douglas County, CO"	"08035"	"Female"	"F"	175729
	"Douglas County, CO"	"08035"	"Male"	"M"	175425
"Total"	"Douglas County, CO"	"08035"			351154
	"Eagle County, CO"	"08037"	"Female"	"F"	25999
	"Eagle County, CO"	"08037"	"Male"	"M"	29128
"Total"	"Eagle County, CO"	"08037"			55127
	"Elbert County, CO"	"08039"	"Female"	"F"	13217
	"Elbert County, CO"	"08039"	"Male"	"M"	13512
"Total"	"Elbert County, CO"	"08039"			26729
	"El Paso County, CO"	"08041"	"Female"	"F"	356549
	"El Paso County, CO"	"08041"	"Male"	"M"	363854
"Total"	"El Paso County, CO"	"08041"			720403
	"Fremont County, CO"	"08043"	"Female"	"F"	20309
	"Fremont County, CO"	"08043"	"Male"	"M"	27530
"Total"	"Fremont County, CO"	"08043"			47839
	"Garfield County, CO"	"08045"	"Female"	"F"	29386
	"Garfield County, CO"	"08045"	"Male"	"M"	30675
"Total"	"Garfield County, CO"	"08045"			60061
	"Gilpin County, CO"	"08047"	"Female"	"F"	2962
	"Gilpin County, CO"	"08047"	"Male"	"M"	3281
"Total"	"Gilpin County, CO"	"08047"			6243
	"Grand County, CO"	"08049"	"Female"	"F"	7320
	"Grand County, CO"	"08049"	"Male"	"M"	8414
"Total"	"Grand County, CO"	"08049"			15734
	"Gunnison County, CO"	"08051"	"Female"	"F"	8020
	"Gunnison County, CO"	"08051"	"Male"	"M"	9442
"Total"	"Gunnison County, CO"	"08051"			17462
	"Hinsdale County, CO"	"08053"	"Female"	"F"	398
	"Hinsdale County, CO"	"08053"	"Male"	"M"	422
"Total"	"Hinsdale County, CO"	"08053"			820
	"Huerfano County, CO"	"08055"	"Female"	"F"	3376
	"Huerfano County, CO"	"08055"	"Male"	"M"	3521
"Total"	"Huerfano County, CO"	"08055"			6897
	"Jackson County, CO"	"08057"	"Female"	"F"	675
	"Jackson County, CO"	"08057"	"Male"	"M"	717
"Total"	"Jackson County, CO"	"08057"			1392
	"Jefferson County, CO"	"08059"	"Female"	"F"	291778
	"Jefferson County, CO"	"08059"	"Male"	"M"	291103
"Total"	"Jefferson County, CO"	"08059"			582881
	"Kiowa County, CO"	"08061"	"Female"	"F"	718
	"Kiowa County, CO"	"08061"	"Male"	"M"	688
"Total"	"Kiowa County, CO"	"08061"			1406
	"Kit Carson County, CO"	"08063"	"Female"	"F"	3545
	"Kit Carson County, CO"	"08063"	"Male"	"M"	3552
"Total"	"Kit Carson County, CO"	"08063"			7097
	"Lake County, CO"	"08065"	"Female"	"F"	3743
	"Lake County, CO"	"08065"	"Male"	"M"	4384
"Total"	"Lake County, CO"	"08065"			8127
	"La Plata County, CO"	"08067"	"Female"	"F"	27876
	"La Plata County, CO"	"08067"	"Male"	"M"	28345
"Total"	"La Plata County, CO"	"08067"			56221
	"Larimer County, CO"	"08069"	"Female"	"F"	179022
	"Larimer County, CO"	"08069"	"Male"	"M"	177877
"Total"	"Larimer County, CO"	"08069"			356899
	"Las Animas County, CO"	"08071"	"Female"	"F"	6928
	"Las Animas County, CO"	"08071"	"Male"	"M"	7578
"Total"	"Las Animas County, CO"	"08071"			14506
	"Lincoln County, CO"	"08073"	"Female"	"F"	2369
	"Lincoln County, CO"	"08073"	"Male"	"M"	3332
"Total"	"Lincoln County, CO"	"08073"			5701
	"Logan County, CO"	"08075"	"Female"	"F"	9580
	"Logan County, CO"	"08075"	"Male"	"M"	12829
"Total"	"Logan County, CO"	"08075"			22409
	"Mesa County, CO"	"08077"	"Female"	"F"	77882
	"Mesa County, CO"	"08077"	"Male"	"M"	76328
"Total"	"Mesa County, CO"	"08077"			154210
	"Mineral County, CO"	"08079"	"Female"	"F"	382
	"Mineral County, CO"	"08079"	"Male"	"M"	387
"Total"	"Mineral County, CO"	"08079"			769
	"Moffat County, CO"	"08081"	"Female"	"F"	6490
	"Moffat County, CO"	"08081"	"Male"	"M"	6793
"Total"	"Moffat County, CO"	"08081"			13283
	"Montezuma County, CO"	"08083"	"Female"	"F"	13268
	"Montezuma County, CO"	"08083"	"Male"	"M"	12915
"Total"	"Montezuma County, CO"	"08083"			26183
	"Montrose County, CO"	"08085"	"Female"	"F"	21717
	"Montrose County, CO"	"08085"	"Male"	"M"	21041
"Total"	"Montrose County, CO"	"08085"			42758
	"Morgan County, CO"	"08087"	"Female"	"F"	14249
	"Morgan County, CO"	"08087"	"Male"	"M"	14819
"Total"	"Morgan County, CO"	"08087"			29068
	"Otero County, CO"	"08089"	"Female"	"F"	9329
	"Otero County, CO"	"08089"	"Male"	"M"	8949
"Total"	"Otero County, CO"	"08089"			18278
	"Ouray County, CO"	"08091"	"Female"	"F"	2442
	"Ouray County, CO"	"08091"	"Male"	"M"	2510
"Total"	"Ouray County, CO"	"08091"			4952
	"Park County, CO"	"08093"	"Female"	"F"	8915
	"Park County, CO"	"08093"	"Male"	"M"	9930
"Total"	"Park County, CO"	"08093"			18845
	"Phillips County, CO"	"08095"	"Female"	"F"	2175
	"Phillips County, CO"	"08095"	"Male"	"M"	2090
"Total"	"Phillips County, CO"	"08095"			4265
	"Pitkin County, CO"	"08097"	"Female"	"F"	8569
	"Pitkin County, CO"	"08097"	"Male"	"M"	9198
"Total"	"Pitkin County, CO"	"08097"			17767
	"Prowers County, CO"	"08099"	"Female"	"F"	6031
	"Prowers County, CO"	"08099"	"Male"	"M"	6141
"Total"	"Prowers County, CO"	"08099"			12172
	"Pueblo County, CO"	"08101"	"Female"	"F"	85352
	"Pueblo County, CO"	"08101"	"Male"	"M"	83072
"Total"	"Pueblo County, CO"	"08101"			168424
	"Rio Blanco County, CO"	"08103"	"Female"	"F"	3088
	"Rio Blanco County, CO"	"08103"	"Male"	"M"	3236
"Total"	"Rio Blanco County, CO"	"08103"			6324
	"Rio Grande County, CO"	"08105"	"Female"	"F"	5634
	"Rio Grande County, CO"	"08105"	"Male"	"M"	5633
"Total"	"Rio Grande County, CO"	"08105"			11267
	"Routt County, CO"	"08107"	"Female"	"F"	12344
	"Routt County, CO"	"08107"	"Male"	"M"	13294
"Total"	"Routt County, CO"	"08107"			25638
	"Saguache County, CO"	"08109"	"Female"	"F"	3431
	"Saguache County, CO"	"08109"	"Male"	"M"	3393
"Total"	"Saguache County, CO"	"08109"			6824
	"San Juan County, CO"	"08111"	"Female"	"F"	327
	"San Juan County, CO"	"08111"	"Male"	"M"	401
"Total"	"San Juan County, CO"	"08111"			728
	"San Miguel County, CO"	"08113"	"Female"	"F"	3861
	"San Miguel County, CO"	"08113"	"Male"	"M"	4318
"Total"	"San Miguel County, CO"	"08113"			8179
	"Sedgwick County, CO"	"08115"	"Female"	"F"	1131
	"Sedgwick County, CO"	"08115"	"Male"	"M"	1117
"Total"	"Sedgwick County, CO"	"08115"			2248
	"Summit County, CO"	"08117"	"Female"	"F"	14053
	"Summit County, CO"	"08117"	"Male"	"M"	16958
"Total"	"Summit County, CO"	"08117"			31011
	"Teller County, CO"	"08119"	"Female"	"F"	12517
	"Teller County, CO"	"08119"	"Male"	"M"	12871
"Total"	"Teller County, CO"	"08119"			25388
	"Washington County, CO"	"08121"	"Female"	"F"	2349
	"Washington County, CO"	"08121"	"Male"	"M"	2559
"Total"	"Washington County, CO"	"08121"			4908
	"Weld County, CO"	"08123"	"Female"	"F"	160345
	"Weld County, CO"	"08123"	"Male"	"M"	164147
"Total"	"Weld County, CO"	"08123"			324492
	"Yuma County, CO"	"08125"	"Female"	"F"	5004
	"Yuma County, CO"	"08125"	"Male"	"M"	5015
"Total"	"Yuma County, CO"	"08125"			10019
	"Fairfield County, CT"	"09001"	"Female"	"F"	483922
	"Fairfield County, CT"	"09001"	"Male"	"M"	459410
